!Series_title	"Expression data from colon fibroblasts treated with Sonic hedgehog homolog (SHH)"
!Series_geo_accession	"GSE29316"
!Series_status	"Public on May 17 2011"
!Series_submission_date	"May 16 2011"
!Series_last_update_date	"Mar 25 2019"
!Series_pubmed_id	"21597001"
!Series_summary	"Canonical Hedgehog (Hh) signaling regulates the expression of genes that are critical to the patterning and development of a variety of organ systems. In adult, both ligand-dependent and ligand-independent Hh pathway activation are known to promote tumorigenesis. Recent studies have shown that in tumors promoted by Hh ligand, activation occurs within the stromal microenvironment (Yauch et al., 2009). In situ hybridization of the pathway target gene, Ptch1, shows that signaling is located at stromal perivascular fibroblast-like cells in xenograft tumor sections derived from Hh-expressing colorectal cancer cell lines."
!Series_summary	"To study the downstream genes regulated by Hh signaling, we treated a primary human colon myofibroblast, CCD-18Co, with SHH (1 ug/ml) or no treatment (control) in serum-free medium supplemented with 0.1% BSA for 72 hrs and performed microarray analysis (Affymetrix U133P) on these samples."
!Series_overall_design	"Three biological replicates of SHH stimulated and three replicates of unstimulated primary colon myofibroblast cells CCD-18Co were used in the experiment to analyze their gene expression."
!Series_type	"Expression profiling by array"
!Series_contributor	"Weiwei,,Chen"
!Series_contributor	"Robert,,Yauch"
!Series_contributor	"Zora,,Modrusan"
!Series_sample_id	"GSM724521 GSM724522 GSM724523 GSM724524 GSM724525 GSM724526 "
!Series_contact_name	"Weiwei,,Chen"
!Series_contact_email	"weiweic@gene.com"
!Series_contact_institute	"Genentech"
!Series_contact_address	"1st DNA Way"
!Series_contact_city	"SSF"
!Series_contact_zip/postal_code	"94080"
!Series_contact_country	"USA"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29316/suppl/GSE29316_RAW.tar"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29316/suppl/GSE29316_downregulated_1176.txt.gz"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29316/suppl/GSE29316_p_value_0.05.txt.gz"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29316/suppl/GSE29316_readme.txt"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29316/suppl/GSE29316_t-stat_All_genes.txt.gz"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29316/suppl/GSE29316_top100_comb.txt.gz"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29316/suppl/GSE29316_top50_downregulated.txt.gz"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29316/suppl/GSE29316_top50_upregulated.txt.gz"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29316/suppl/GSE29316_upregulated_1235.txt.gz"
!Series_platform_id	"GPL570"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA138655"

!Sample_title	"Untreated, replicate 1"	"Untreated, replicate 2"	"Untreated, replicate 3"	"SHH treated, replicate 1"	"SHH treated, replicate 2"	"SHH treated, replicate 3"
!Sample_geo_accession	"GSM724521"	"GSM724522"	"GSM724523"	"GSM724524"	"GSM724525"	"GSM724526"
!Sample_status	"Public on May 17 2011"	"Public on May 17 2011"	"Public on May 17 2011"	"Public on May 17 2011"	"Public on May 17 2011"	"Public on May 17 2011"
!Sample_submission_date	"May 16 2011"	"May 16 2011"	"May 16 2011"	"May 16 2011"	"May 16 2011"	"May 16 2011"
!Sample_last_update_date	"Sep 01 2016"	"Sep 01 2016"	"Sep 01 2016"	"Sep 01 2016"	"Sep 01 2016"	"Sep 01 2016"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"CCD-18Co, untreated"	"CCD-18Co, untreated"	"CCD-18Co, untreated"	"CCD-18Co, SHH treated"	"CCD-18Co, SHH treated"	"CCD-18Co, SHH treated"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"cell line: CCD-18Co"	"cell line: CCD-18Co"	"cell line: CCD-18Co"	"cell line: CCD-18Co"	"cell line: CCD-18Co"	"cell line: CCD-18Co"
!Sample_characteristics_ch1	"cell type: colon fibroblasts"	"cell type: colon fibroblasts"	"cell type: colon fibroblasts"	"cell type: colon fibroblasts"	"cell type: colon fibroblasts"	"cell type: colon fibroblasts"
!Sample_characteristics_ch1	"treatment: none"	"treatment: none"	"treatment: none"	"treatment: Sonic hedgehog homolog (SHH)"	"treatment: Sonic hedgehog homolog (SHH)"	"treatment: Sonic hedgehog homolog (SHH)"
!Sample_treatment_protocol_ch1	"Colon fibroblasts CCD-18Co were stimulated with SHH (1 ug/ml) for 72 h."	"Colon fibroblasts CCD-18Co were stimulated with SHH (1 ug/ml) for 72 h."	"Colon fibroblasts CCD-18Co were stimulated with SHH (1 ug/ml) for 72 h."	"Colon fibroblasts CCD-18Co were stimulated with SHH (1 ug/ml) for 72 h."	"Colon fibroblasts CCD-18Co were stimulated with SHH (1 ug/ml) for 72 h."	"Colon fibroblasts CCD-18Co were stimulated with SHH (1 ug/ml) for 72 h."
!Sample_growth_protocol_ch1	"Colon fibroblasts were cultured in media plus 0.1% BSA."	"Colon fibroblasts were cultured in media plus 0.1% BSA."	"Colon fibroblasts were cultured in media plus 0.1% BSA."	"Colon fibroblasts were cultured in media plus 0.1% BSA."	"Colon fibroblasts were cultured in media plus 0.1% BSA."	"Colon fibroblasts were cultured in media plus 0.1% BSA."
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"Total RNA was extracted using the Qiagen RNeasy kit."	"Total RNA was extracted using the Qiagen RNeasy kit."	"Total RNA was extracted using the Qiagen RNeasy kit."	"Total RNA was extracted using the Qiagen RNeasy kit."	"Total RNA was extracted using the Qiagen RNeasy kit."	"Total RNA was extracted using the Qiagen RNeasy kit."
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"The method for preparation of cRNA was provided by Affymetrix. Briefly, 5 ug of total RNA was converted into double-stranded cDNA using a cDNA synthesis kit SuperScript Choice and a T7-(dT)24 oligomer primer. Double-stranded cDNA was purified on an affinity resin and ethanol precipitation. Following second-strand cDNA synthesis, labeled cRNA was generated using a T7 RNA polymerase and biotin-labeled nucleotide in an in vitro transcription reaction (Enzo Diagnostics). The labeled cRNA was purified on an affinity resin."	"The method for preparation of cRNA was provided by Affymetrix. Briefly, 5 ug of total RNA was converted into double-stranded cDNA using a cDNA synthesis kit SuperScript Choice and a T7-(dT)24 oligomer primer. Double-stranded cDNA was purified on an affinity resin and ethanol precipitation. Following second-strand cDNA synthesis, labeled cRNA was generated using a T7 RNA polymerase and biotin-labeled nucleotide in an in vitro transcription reaction (Enzo Diagnostics). The labeled cRNA was purified on an affinity resin."	"The method for preparation of cRNA was provided by Affymetrix. Briefly, 5 ug of total RNA was converted into double-stranded cDNA using a cDNA synthesis kit SuperScript Choice and a T7-(dT)24 oligomer primer. Double-stranded cDNA was purified on an affinity resin and ethanol precipitation. Following second-strand cDNA synthesis, labeled cRNA was generated using a T7 RNA polymerase and biotin-labeled nucleotide in an in vitro transcription reaction (Enzo Diagnostics). The labeled cRNA was purified on an affinity resin."	"The method for preparation of cRNA was provided by Affymetrix. Briefly, 5 ug of total RNA was converted into double-stranded cDNA using a cDNA synthesis kit SuperScript Choice and a T7-(dT)24 oligomer primer. Double-stranded cDNA was purified on an affinity resin and ethanol precipitation. Following second-strand cDNA synthesis, labeled cRNA was generated using a T7 RNA polymerase and biotin-labeled nucleotide in an in vitro transcription reaction (Enzo Diagnostics). The labeled cRNA was purified on an affinity resin."	"The method for preparation of cRNA was provided by Affymetrix. Briefly, 5 ug of total RNA was converted into double-stranded cDNA using a cDNA synthesis kit SuperScript Choice and a T7-(dT)24 oligomer primer. Double-stranded cDNA was purified on an affinity resin and ethanol precipitation. Following second-strand cDNA synthesis, labeled cRNA was generated using a T7 RNA polymerase and biotin-labeled nucleotide in an in vitro transcription reaction (Enzo Diagnostics). The labeled cRNA was purified on an affinity resin."	"The method for preparation of cRNA was provided by Affymetrix. Briefly, 5 ug of total RNA was converted into double-stranded cDNA using a cDNA synthesis kit SuperScript Choice and a T7-(dT)24 oligomer primer. Double-stranded cDNA was purified on an affinity resin and ethanol precipitation. Following second-strand cDNA synthesis, labeled cRNA was generated using a T7 RNA polymerase and biotin-labeled nucleotide in an in vitro transcription reaction (Enzo Diagnostics). The labeled cRNA was purified on an affinity resin."
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_hyb_protocol	"The method for hybridization of the arrays was provided by Affymetrix. Twenty micrograms of cRNA was fragmented and then hybridized to the arrays at 45°C for 19 hours in a rotisserie oven set at 60 rpm. Arrays were washed and stained in a Fluidics station."	"The method for hybridization of the arrays was provided by Affymetrix. Twenty micrograms of cRNA was fragmented and then hybridized to the arrays at 45°C for 19 hours in a rotisserie oven set at 60 rpm. Arrays were washed and stained in a Fluidics station."	"The method for hybridization of the arrays was provided by Affymetrix. Twenty micrograms of cRNA was fragmented and then hybridized to the arrays at 45°C for 19 hours in a rotisserie oven set at 60 rpm. Arrays were washed and stained in a Fluidics station."	"The method for hybridization of the arrays was provided by Affymetrix. Twenty micrograms of cRNA was fragmented and then hybridized to the arrays at 45°C for 19 hours in a rotisserie oven set at 60 rpm. Arrays were washed and stained in a Fluidics station."	"The method for hybridization of the arrays was provided by Affymetrix. Twenty micrograms of cRNA was fragmented and then hybridized to the arrays at 45°C for 19 hours in a rotisserie oven set at 60 rpm. Arrays were washed and stained in a Fluidics station."	"The method for hybridization of the arrays was provided by Affymetrix. Twenty micrograms of cRNA was fragmented and then hybridized to the arrays at 45°C for 19 hours in a rotisserie oven set at 60 rpm. Arrays were washed and stained in a Fluidics station."
!Sample_scan_protocol	"The method for array scanning was provided by Affymetrix.  Arrays were scanned on an Affymetrix scanner."	"The method for array scanning was provided by Affymetrix.  Arrays were scanned on an Affymetrix scanner."	"The method for array scanning was provided by Affymetrix.  Arrays were scanned on an Affymetrix scanner."	"The method for array scanning was provided by Affymetrix.  Arrays were scanned on an Affymetrix scanner."	"The method for array scanning was provided by Affymetrix.  Arrays were scanned on an Affymetrix scanner."	"The method for array scanning was provided by Affymetrix.  Arrays were scanned on an Affymetrix scanner."
!Sample_data_processing	"Data analysis was performed using the Affymetrix GeneChip Analysis software."	"Data analysis was performed using the Affymetrix GeneChip Analysis software."	"Data analysis was performed using the Affymetrix GeneChip Analysis software."	"Data analysis was performed using the Affymetrix GeneChip Analysis software."	"Data analysis was performed using the Affymetrix GeneChip Analysis software."	"Data analysis was performed using the Affymetrix GeneChip Analysis software."
!Sample_platform_id	"GPL570"	"GPL570"	"GPL570"	"GPL570"	"GPL570"	"GPL570"
!Sample_contact_name	"Weiwei,,Chen"	"Weiwei,,Chen"	"Weiwei,,Chen"	"Weiwei,,Chen"	"Weiwei,,Chen"	"Weiwei,,Chen"
!Sample_contact_email	"weiweic@gene.com"	"weiweic@gene.com"	"weiweic@gene.com"	"weiweic@gene.com"	"weiweic@gene.com"	"weiweic@gene.com"
!Sample_contact_institute	"Genentech"	"Genentech"	"Genentech"	"Genentech"	"Genentech"	"Genentech"
!Sample_contact_address	"1st DNA Way"	"1st DNA Way"	"1st DNA Way"	"1st DNA Way"	"1st DNA Way"	"1st DNA Way"
!Sample_contact_city	"SSF"	"SSF"	"SSF"	"SSF"	"SSF"	"SSF"
!Sample_contact_zip/postal_code	"94080"	"94080"	"94080"	"94080"	"94080"	"94080"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM724nnn/GSM724521/suppl/GSM724521.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM724nnn/GSM724522/suppl/GSM724522.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM724nnn/GSM724523/suppl/GSM724523.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM724nnn/GSM724524/suppl/GSM724524.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM724nnn/GSM724525/suppl/GSM724525.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM724nnn/GSM724526/suppl/GSM724526.CEL.gz"
!Sample_data_row_count	"54613"	"54613"	"54613"	"54613"	"54613"	"54613"
!Sample_relation	"Reanalyzed by: GSE86362"	"Reanalyzed by: GSE86362"	"Reanalyzed by: GSE86362"	"Reanalyzed by: GSE86362"	"Reanalyzed by: GSE86362"	"Reanalyzed by: GSE86362"
!series_matrix_table_begin
"ID_REF"	"GSM724521"	"GSM724522"	"GSM724523"	"GSM724524"	"GSM724525"	"GSM724526"
"1007_s_at"	3264.657	2595.436	3079.728	2786.96	3058.021	2467.07
"1053_at"	250.684	292.965	219.745	255.966	332.235	295.76
"117_at"	76.787	130.968	170.019	141.388	78.94	126.087
"121_at"	1597.773	1429.844	1713.191	1611.097	1408.231	1271.147
"1255_g_at"	43.023	15.963	69.238	17.919	69.072	5.746
"1294_at"	586.961	585.56	589.727	523.187	481.238	465.809
"1316_at"	179.846	196.363	149.982	162.27	155.909	146.216
"1320_at"	294.467	331.95	349.089	262.269	389.967	471.173
"1405_i_at"	41.045	33.595	2.787	31.668	16.42	31.102
"1431_at"	54.047	70.213	76.862	39.868	28.479	43.34
"1438_at"	737.233	730.291	770.766	405.848	510.758	504.687
"1487_at"	400.871	491.145	540.641	541.459	450.211	422.423
"1494_f_at"	237.53	181.683	206.545	206.162	200.443	193.919
"1552256_a_at"	805.751	840.728	867.435	850.459	1064.646	1065.757
"1552257_a_at"	802.256	891.163	900.599	713.119	578.36	711.429
"1552258_at"	141.884	173.248	152.419	154.824	153.603	136.531
"1552261_at"	60.237	49.753	102.23	40.936	50.083	50.608
"1552263_at"	225.072	234.248	255.239	278.545	341.04	185.601
"1552264_a_at"	642.326	961.818	888.528	1165.701	1037.709	942.539
"1552266_at"	54.355	42.608	44.704	46.937	46.262	44.935
"1552269_at"	7.336	5.703	5.621	6.722	5.477	6.089
"1552271_at"	29.186	15.363	16.685	23.199	5.727	16.415
"1552272_a_at"	59.944	87.464	70.142	85.254	78.508	103.655
"1552274_at"	4753.46	4666.985	4523.647	4346.438	3922.428	4283.373
"1552275_s_at"	3867.871	4063.924	3950.919	3886.297	4102.007	4390.381
"1552276_a_at"	34.476	250.968	261.717	191.083	312.31	140.162
"1552277_a_at"	1456.907	1347.347	1451.803	1584.802	1285.201	1378.187
"1552278_a_at"	146.902	150.006	138.26	122.473	83.983	129.083
"1552279_a_at"	408.811	328.217	319.71	428.9	300.748	220.915
"1552280_at"	48.49	64.987	63.115	19.542	52.752	26.088
"1552281_at"	176.828	353.472	54.022	220.383	337.597	171.047
"1552283_s_at"	57.848	100.031	133.26	71.58	70.73	127.993
"1552286_at"	384.323	337.179	281.488	261.568	192.544	196.263
"1552287_s_at"	159.17	158.188	167.923	157.368	171.008	229.322
"1552288_at"	12.69	9.252	11.546	21.042	7.77	17.806
"1552289_a_at"	104.002	138.308	91.132	85.479	108.378	43.684
"1552291_at"	580.188	568.634	598.066	524.281	542.209	518.854
"1552293_at"	19.074	14.956	25.794	18.648	33.972	14.09
"1552295_a_at"	2334.677	2915.574	3224.984	2552.694	2950.84	2705.618
"1552296_at"	9.013	6.176	20.097	12.165	12.962	7.212
"1552299_at"	104.807	173.393	90.188	148.526	146.825	102.548
"1552301_a_at"	248.056	201.952	250.371	246.788	201.8	168.693
"1552302_at"	65.202	61.387	42.973	43.256	68.515	46.646
"1552303_a_at"	189.078	140.279	98.125	66.861	109.698	82.119
"1552304_at"	48.464	11.721	28.68	59.074	26.876	64.393
"1552306_at"	127.106	98.514	64.403	69.579	61.178	93.115
"1552307_a_at"	600.29	562.468	573.793	514.133	550.253	586.243
"1552309_a_at"	6613.137	6395.16	6324.936	5318.75	5410.59	5716.417
"1552310_at"	841.602	898.321	829.193	797.611	856.903	863.932
"1552311_a_at"	125.673	69.492	47.699	73.878	72.431	104.199
"1552312_a_at"	283.271	487.934	469.078	621.312	527.81	617.152
"1552314_a_at"	144.514	142.965	166.468	142.55	122.207	98.603
"1552315_at"	109.726	45.107	57.771	65.547	34.006	76.834
"1552316_a_at"	42.478	6.088	3.183	5.875	3.719	5.433
"1552318_at"	37.513	8.371	33.427	40.245	6.802	2.162
"1552319_a_at"	28.651	25.103	93.601	44.963	85.555	57.748
"1552320_a_at"	58.528	24.082	47.249	56.224	43.645	31.177
"1552321_a_at"	7.785	2.291	10.814	3.502	5.601	5.156
"1552322_at"	20.864	22.64	18.672	38.032	22.238	36.451
"1552323_s_at"	118.405	156.777	132.757	134.528	95.408	83.749
"1552325_at"	17.596	25.607	62.586	2.517	19.39	33.84
"1552326_a_at"	6.533	35.997	114.605	16.443	11.41	52.255
"1552327_at"	21.021	48.701	68.722	57.132	45.662	42.232
"1552329_at"	253.912	389.942	312.892	365.791	361.496	413.76
"1552330_at"	508.185	504.1	482.369	402.749	520.561	528.171
"1552332_at"	36.027	28.703	52.105	87.213	36.233	37.96
"1552334_at"	269.63	211.618	181.584	170.002	336.037	238.142
"1552335_at"	26.314	25.902	24.725	79.194	48.573	67.774
"1552337_s_at"	47.614	19.552	16.06	30.355	41.864	7.236
"1552338_at"	5.347	4.387	4.651	6.392	3.264	3.505
"1552340_at"	29.359	12.614	20.532	6.995	11.756	23.207
"1552343_s_at"	58.54	3.766	18.484	19.858	37.709	27.644
"1552344_s_at"	418.858	418.968	361.64	326.569	310.136	375.542
"1552347_at"	288.089	313.965	297.704	277.201	296.942	315.233
"1552348_at"	129.104	56.275	48.958	72.031	63.071	81.015
"1552349_a_at"	101.021	71.647	50.506	71.309	85.737	34.397
"1552354_at"	17.562	3.794	8.133	7.003	8.43	6.951
"1552355_s_at"	13.715	9.339	8.151	13.954	11.034	7.14
"1552359_at"	47.117	6.57	21.303	43.62	7.605	43.201
"1552360_a_at"	199.611	227.11	161.566	206.548	181.522	192.234
"1552362_a_at"	47.418	78.915	50.149	40.697	58.298	34.76
"1552364_s_at"	129.015	120.361	109.418	104.042	103.422	110.108
"1552365_at"	19.993	5.452	4.421	12.087	2.437	31.211
"1552367_a_at"	7.548	2.055	2.796	4.248	3.516	10.133
"1552368_at"	44.009	2.559	63.363	53.367	14.115	20.156
"1552370_at"	85.212	111.414	99.1	154.136	70.382	103.803
"1552372_at"	3.621	13.721	16.987	19.7	0.304	1.151
"1552373_s_at"	12.075	2.304	29.118	5.939	5.932	6.147
"1552375_at"	223.431	164.535	178.157	144.387	128.138	136.094
"1552377_s_at"	594.409	388.813	312.823	273.842	575.141	437.48
"1552378_s_at"	4186.794	5088.229	5396.932	5252.384	3878.912	4612.657
"1552379_at"	3.165	5.753	2.407	11.026	1.303	2.233
"1552381_at"	32.855	6.105	41.675	34.013	5.424	11.464
"1552383_at"	182.279	135.251	143.914	174.968	100.811	186.216
"1552384_a_at"	62.229	117.989	93.484	124.73	61.653	62.41
"1552386_at"	22.995	32.389	79.793	6.118	49.634	22.125
"1552388_at"	54.614	30.22	80.755	177.469	47.576	164.444
"1552389_at"	55.73	74.196	46.144	53.817	49.981	24.834
"1552390_a_at"	172.313	162.228	114.658	94.875	133.74	106.295
"1552391_at"	63.781	90.798	65.866	88.702	79.497	106.063
"1552393_at"	1.562	21.394	3.357	41.366	21.939	1.915
"1552394_a_at"	6.698	3.07	2.493	5.096	5.633	5.059
"1552395_at"	46.392	23.75	26.105	25.513	20.032	20.642
"1552396_at"	102.864	97.007	59.611	24.29	40.872	15.858
"1552398_a_at"	13.022	50.545	29.966	11.559	49.145	23.057
"1552399_a_at"	89.981	111.134	35.307	106.625	51.369	89.213
"1552400_a_at"	124.055	73.567	123.847	177.295	94.738	109.774
"1552401_a_at"	35.676	75.286	29.017	9.942	4.162	46.683
"1552402_at"	82.523	43.738	102.353	12.228	44.395	12.664
"1552405_at"	72.317	27.872	104.009	30.874	34.055	38.535
"1552408_at"	49.758	24.453	78.112	44.675	70.96	40.792
"1552409_a_at"	33.843	41.041	25.301	42.47	15.08	13.631
"1552410_at"	223.82	172.81	123.939	155.7	169.083	100.555
"1552411_at"	465.722	663.078	744.225	676.248	680.739	512.48
"1552412_a_at"	9.973	7.418	9.732	13.712	3.427	11.749
"1552414_at"	47.097	47.598	66.404	55.492	57.525	22.635
"1552415_a_at"	162.192	184.232	94.081	128.061	178.243	183.315
"1552417_a_at"	269.266	365.379	365.853	296.642	324.502	334.498
"1552418_at"	9.419	20.559	21.027	27.566	23.217	18.431
"1552419_s_at"	221.541	244.245	252.518	201.243	181.824	148.345
"1552421_a_at"	16.486	15.426	12.995	47.029	11.673	2.788
"1552422_at"	113.361	21.204	116.939	61.771	42.026	31.035
"1552423_at"	127.653	187.511	171.565	149.95	143.683	103.554
"1552424_at"	3.498	2.825	4.279	5.568	2.15	2.872
"1552425_a_at"	103.916	99.898	115.055	147.963	141.298	96.469
"1552426_a_at"	3323.024	3600.381	3066.353	4220.653	4358.802	4040.172
"1552427_at"	26.718	25.635	22.276	22.542	23.62	20.821
"1552430_at"	23.481	43.171	42.809	34.251	60.236	34.595
"1552432_at"	21.258	17.089	20.292	11.429	17.154	8.888
"1552436_a_at"	16.925	3.614	7.017	10.46	7.23	12.108
"1552438_a_at"	100.558	34.555	116.081	169.453	47.798	71.029
"1552439_s_at"	3.654	1.609	1.876	1.592	1.077	2.763
"1552440_at"	112.847	58.082	169.864	101.137	63.026	48.721
"1552445_a_at"	14.687	142.207	12.145	8.492	20.396	5.201
"1552448_a_at"	10.744	8.083	11.451	5.558	5.173	5.894
"1552449_a_at"	3.26	4.092	2.715	5.133	5.015	8.524
"1552450_a_at"	137.79	227.301	75.105	86.034	105.866	131.797
"1552452_at"	5.321	7.518	6.556	18.453	15.693	4.876
"1552453_a_at"	3.444	4.577	6.919	8.857	9.519	7.682
"1552455_at"	92.087	54.314	69.249	71.79	36.278	23.523
"1552456_a_at"	50.786	16.648	15.63	18.039	13.771	14.317
"1552457_a_at"	6.759	39.304	6.335	26.651	33.634	5.484
"1552458_at"	19.965	13.293	17.368	26.305	49.902	1.16
"1552459_a_at"	15.661	52.416	42.245	39.323	18.219	12.304
"1552461_at"	38.578	34.844	25.807	47.007	8.659	8.88
"1552463_at"	76.606	58.119	82.863	73.424	49.806	68.165
"1552466_x_at"	23.857	2.609	4.946	9.939	8.744	3.089
"1552467_at"	168.248	44.609	45.665	73.174	32.377	28.831
"1552468_a_at"	44.356	178.778	41.567	191.7	108.396	94.619
"1552470_a_at"	3.597	6.611	14.967	5.448	22.243	8.318
"1552472_a_at"	411.312	626.631	590.211	856.709	753.693	786.477
"1552473_at"	68.525	91.742	80.712	45.908	86.075	79.631
"1552474_a_at"	935.165	966.193	944.469	954.029	920.096	875.423
"1552476_s_at"	721.854	819.796	613.184	611.219	779.611	618.475
"1552477_a_at"	33.118	49.237	58.447	37.091	37.087	32.199
"1552478_a_at"	7.683	47.002	27.851	8.202	53.405	14.743
"1552480_s_at"	24.07	12.054	2.039	0.372	20.941	1.658
"1552481_s_at"	286.331	216.56	225.928	305.627	257.516	282
"1552482_at"	73.435	73.92	63.049	53.937	41.015	26.091
"1552484_at"	70.407	31.334	45.382	115.712	29.417	34.47
"1552485_at"	535.592	537.979	577.636	1297.6	1117.289	1239.666
"1552486_s_at"	469.85	503.463	484.703	1752.326	1762.706	1399.526
"1552487_a_at"	746.39	755.027	653.128	548.799	622.912	678.582
"1552489_s_at"	11.051	4.557	63.739	31.532	29.261	8.172
"1552490_at"	83.688	70.804	92.913	96.861	95.103	87.072
"1552491_at"	30.536	233.667	125.123	29.494	103.077	60.6
"1552493_s_at"	11.696	25.269	10.233	7.678	43.417	14.58
"1552494_at"	8.534	6.752	5.439	4.444	23.03	28.123
"1552496_a_at"	3.274	4.164	3.763	14.863	3.082	3.283
"1552497_a_at"	296.127	268.27	299.276	297.984	172.097	193.279
"1552498_at"	126.599	62.865	120.874	78.614	68.645	75.879
"1552499_a_at"	90.732	80.736	76.046	89.801	25.812	53.731
"1552501_a_at"	51.095	65.862	27.07	24.882	62.009	89.964
"1552502_s_at"	64.378	35.343	24.132	77.626	63.796	31.255
"1552503_at"	145.963	32.736	159.121	235.726	143.728	105.052
"1552504_a_at"	115.21	101.732	13.901	58.488	46.999	78.824
"1552506_at"	54.098	26.695	18.627	30.83	11.764	32.441
"1552507_at"	410.103	364.98	423.279	410.696	393.23	416.603
"1552508_at"	216.55	264.618	296.142	323.463	233.783	229.853
"1552509_a_at"	102.692	107.216	94.136	139.279	45.871	43.833
"1552510_at"	890.314	597.777	682.567	895.383	576.613	306.004
"1552511_a_at"	4.741	2.729	18.164	8.019	7.764	3.349
"1552514_at"	48.311	38.149	45.694	45.654	6.993	25.637
"1552515_at"	68.801	12.423	12.685	8.323	27.841	62.884
"1552516_a_at"	285.725	260.214	230.726	316.767	268.057	265.471
"1552518_s_at"	4.336	4.848	36.686	40.835	4.106	6.804
"1552519_at"	130.679	76.889	95.809	113.121	99.485	73.51
"1552520_at"	345.667	379.774	464.686	327.076	397.344	429.375
"1552521_a_at"	190.123	228.21	164.489	329.317	265.203	287.9
"1552522_at"	35.463	50.087	37.203	34.272	5.898	36.934
"1552523_a_at"	12.123	23.133	63.49	15.079	26.814	6.263
"1552524_at"	21.671	23.103	25.806	29.39	20.66	17.173
"1552526_at"	10.15	9.833	6.996	19.514	6.385	11.713
"1552528_at"	10.974	15.201	15.316	66.792	11.879	9.93
"1552531_a_at"	26.924	11.3	18.48	11.009	11.188	14.035
"1552532_a_at"	2.189	6.643	6.858	14.724	22.385	23.334
"1552535_at"	55.241	76.388	16.512	20.923	51.117	17.047
"1552536_at"	103.727	98.317	82.044	67.802	86.08	46.054
"1552538_a_at"	5.199	8.809	16.72	7.461	6.199	7.543
"1552540_s_at"	141.004	119.579	77.954	114.186	56.925	103.824
"1552541_at"	36.569	147.613	79.865	121.187	201.469	89.339
"1552542_s_at"	91.83	77.666	53.05	84.321	27.352	52.316
"1552543_a_at"	129.212	48.717	62.752	149.16	51.597	76.47
